Date,Expiry,Strike,Option Type,ClosePrice,OpenInterest
29-08-2023,31-08-2023,12450,PE,302.48,134568
29-08-2023,31-08-2023,12500,CE,226.03,366443
29-08-2023,31-08-2023,12500,PE,62.84,497837
29-08-2023,31-08-2023,12550,CE,294.31,294904
29-08-2023,31-08-2023,12550,PE,286.42,312694
29-08-2023,31-08-2023,12600,CE,94.52,228073
29-08-2023,31-08-2023,12600,PE,125.25,258575
29-08-2023,31-08-2023,12650,CE,22.97,174268
29-08-2023,31-08-2023,12650,PE,170.76,60189
30-08-2023,31-08-2023,19950,CE,308.11,331595
30-08-2023,31-08-2023,19950,PE,357.23,95811
30-08-2023,31-08-2023,20000,CE,276,432129
30-08-2023,31-08-2023,20000,PE,148.67,493302
30-08-2023,31-08-2023,20050,CE,142.69,152782
30-08-2023,31-08-2023,20050,PE,176.97,235933
30-08-2023,31-08-2023,20100,CE,291.96,27929
30-08-2023,31-08-2023,20100,PE,229.66,102043
30-08-2023,31-08-2023,20150,CE,290.5,182447
30-08-2023,31-08-2023,20150,PE,41.13,404247
31-08-2023,31-08-2023,17400,CE,370.38,121817
31-08-2023,31-08-2023,17400,PE,357.43,39455
31-08-2023,31-08-2023,17450,CE,345.75,257115
31-08-2023,31-08-2023,17450,PE,64.7,336141
31-08-2023,31-08-2023,17500,CE,364.66,87212
31-08-2023,31-08-2023,17500,PE,254.3,381377
31-08-2023,31-08-2023,17550,CE,366.35,139885
31-08-2023,31-08-2023,17550,PE,222.67,19484
31-08-2023,31-08-2023,17600,CE,160.25,81696
31-08-2023,31-08-2023,17600,PE,194.56,74904
01-09-2023,07-09-2023,16600,CE,189.86,302555
01-09-2023,07-09-2023,16600,PE,39.36,433934
01-09-2023,07-09-2023,16650,CE,343.42,77758
01-09-2023,07-09-2023,16650,PE,42.5,345103
01-09-2023,07-09-2023,16700,CE,34.16,113932
01-09-2023,07-09-2023,16700,PE,298.07,88651
01-09-2023,07-09-2023,16750,CE,351.59,129891
01-09-2023,07-09-2023,16750,PE,384.81,30213
01-09-2023,07-09-2023,16800,CE,344.98,110734
01-09-2023,07-09-2023,16800,PE,136.42,60078
04-09-2023,07-09-2023,18500,CE,97.68,43386
04-09-2023,07-09-2023,18500,PE,394.13,54168
04-09-2023,07-09-2023,18550,CE,249.07,116384
04-09-2023,07-09-2023,18550,PE,361.82,364379
04-09-2023,07-09-2023,18600,CE,154.65,443038
04-09-2023,07-09-2023,18600,PE,289.78,407167
04-09-2023,07-09-2023,18650,CE,392,15361
04-09-2023,07-09-2023,18650,PE,249.26,399347
04-09-2023,07-09-2023,18700,CE,372.82,105220
04-09-2023,07-09-2023,18700,PE,316.96,69204
05-09-2023,07-09-2023,19400,CE,342.71,442271
05-09-2023,07-09-2023,19400,PE,10.87,48809
05-09-2023,07-09-2023,19450,CE,74.07,486850
05-09-2023,07-09-2023,19450,PE,349.99,125551
05-09-2023,07-09-2023,19500,CE,398.55,433507
05-09-2023,07-09-2023,19500,PE,218.27,320759
05-09-2023,07-09-2023,19550,CE,280.48,108590
05-09-2023,07-09-2023,19550,PE,326.81,479952
05-09-2023,07-09-2023,19600,CE,247.77,393744
05-09-2023,07-09-2023,19600,PE,154.18,123157
06-09-2023,07-09-2023,18450,CE,32.26,388790
06-09-2023,07-09-2023,18450,PE,342.33,44867
06-09-2023,07-09-2023,18500,CE,399.19,110665
06-09-2023,07-09-2023,18500,PE,394.61,16196
06-09-2023,07-09-2023,18550,CE,294.75,109237
06-09-2023,07-09-2023,18550,PE,168.37,24441
06-09-2023,07-09-2023,18600,CE,76.28,489848
06-09-2023,07-09-2023,18600,PE,271.58,139971
06-09-2023,07-09-2023,18650,CE,230.09,50043
06-09-2023,07-09-2023,18650,PE,126.18,392009
07-09-2023,07-09-2023,16300,CE,288.91,205233
07-09-2023,07-09-2023,16300,PE,170.23,159283
07-09-2023,07-09-2023,16350,CE,151.73,146768
07-09-2023,07-09-2023,16350,PE,183.02,469562
07-09-2023,07-09-2023,16400,CE,178.43,201450
07-09-2023,07-09-2023,16400,PE,62.69,213855
07-09-2023,07-09-2023,16450,CE,224.57,179485
07-09-2023,07-09-2023,16450,PE,261.69,114172
07-09-2023,07-09-2023,16500,CE,287.97,418921
07-09-2023,07-09-2023,16500,PE,349.64,483522
08-09-2023,14-09-2023,19150,CE,350.46,423421
08-09-2023,14-09-2023,19150,PE,289.41,365271
08-09-2023,14-09-2023,19200,CE,369.36,208430
08-09-2023,14-09-2023,19200,PE,170.62,88010
08-09-2023,14-09-2023,19250,CE,229.37,42425
08-09-2023,14-09-2023,19250,PE,107.17,11380
08-09-2023,14-09-2023,19300,CE,73.08,270289
08-09-2023,14-09-2023,19300,PE,325.01,78758
08-09-2023,14-09-2023,19350,CE,145.94,268120
08-09-2023,14-09-2023,19350,PE,325.09,357716
11-09-2023,14-09-2023,18850,CE,351.14,394844
11-09-2023,14-09-2023,18850,PE,370.42,227302
11-09-2023,14-09-2023,18900,CE,322.47,292882
11-09-2023,14-09-2023,18900,PE,324.77,139130
11-09-2023,14-09-2023,18950,CE,352.95,190356
11-09-2023,14-09-2023,18950,PE,102.78,388765
11-09-2023,14-09-2023,19000,CE,341.15,315459
11-09-2023,14-09-2023,19000,PE,355.11,170740
11-09-2023,14-09-2023,19050,CE,175.93,243487
11-09-2023,14-09-2023,19050,PE,350.28,238694
12-09-2023,14-09-2023,19100,CE,376.74,84455
12-09-2023,14-09-2023,19100,PE,360.72,426066
12-09-2023,14-09-2023,19150,CE,327.26,16042
12-09-2023,14-09-2023,19150,PE,182.13,150374
12-09-2023,14-09-2023,19200,CE,17.62,209075
12-09-2023,14-09-2023,19200,PE,20.55,419612
12-09-2023,14-09-2023,19250,CE,204.88,492061
12-09-2023,14-09-2023,19250,PE,23.17,276930
12-09-2023,14-09-2023,19300,CE,242.81,489669
12-09-2023,14-09-2023,19300,PE,24.64,81347
13-09-2023,14-09-2023,16550,CE,163.29,235154
13-09-2023,14-09-2023,16550,PE,241.42,153949
13-09-2023,14-09-2023,16600,CE,150.66,395004
13-09-2023,14-09-2023,16600,PE,222.64,338234
13-09-2023,14-09-2023,16650,CE,184.93,179584
13-09-2023,14-09-2023,16650,PE,249.21,137000
13-09-2023,14-09-2023,16700,CE,281.32,30768
13-09-2023,14-09-2023,16700,PE,124.84,68998
13-09-2023,14-09-2023,16750,CE,169.16,455391
13-09-2023,14-09-2023,16750,PE,147.17,134087
14-09-2023,14-09-2023,18450,CE,89.03,266835
14-09-2023,14-09-2023,18450,PE,45.36,110725
14-09-2023,14-09-2023,18500,CE,249.81,70163
14-09-2023,14-09-2023,18500,PE,190.06,229134
14-09-2023,14-09-2023,18550,CE,382.63,76969
14-09-2023,14-09-2023,18550,PE,349.41,201670
14-09-2023,14-09-2023,18600,CE,70.68,291070
14-09-2023,14-09-2023,18600,PE,281.28,443385
14-09-2023,14-09-2023,18650,CE,216.18,418953
14-09-2023,14-09-2023,18650,PE,270.95,92222
15-09-2023,21-09-2023,23500,CE,320,81011
15-09-2023,21-09-2023,23500,PE,110.4,221699
15-09-2023,21-09-2023,23550,CE,155.12,301678
15-09-2023,21-09-2023,23550,PE,54.9,59153
15-09-2023,21-09-2023,23600,CE,108.26,229039
15-09-2023,21-09-2023,23600,PE,14.46,363467
15-09-2023,21-09-2023,23650,CE,218.76,76653
15-09-2023,21-09-2023,23650,PE,175.73,50253
15-09-2023,21-09-2023,23700,CE,389.45,24817
15-09-2023,21-09-2023,23700,PE,365.15,498605
18-09-2023,21-09-2023,19100,CE,201.5,376258
18-09-2023,21-09-2023,19100,PE,155.87,386303
18-09-2023,21-09-2023,19150,CE,330.07,255870
18-09-2023,21-09-2023,19150,PE,119.92,176761
18-09-2023,21-09-2023,19200,CE,242.92,75594
18-09-2023,21-09-2023,19200,PE,236.79,146417
18-09-2023,21-09-2023,19250,CE,58.26,487653
18-09-2023,21-09-2023,19250,PE,398.95,64993
18-09-2023,21-09-2023,19300,CE,156.91,285369
18-09-2023,21-09-2023,19300,PE,329.78,379461
19-09-2023,21-09-2023,17050,CE,336.77,236698
19-09-2023,21-09-2023,17050,PE,373.02,192525
19-09-2023,21-09-2023,17100,CE,369.67,359498
19-09-2023,21-09-2023,17100,PE,320.46,115496
19-09-2023,21-09-2023,17150,CE,287.73,191219
19-09-2023,21-09-2023,17150,PE,309.54,497077
19-09-2023,21-09-2023,17200,CE,116.72,111936
19-09-2023,21-09-2023,17200,PE,110.33,379148
19-09-2023,21-09-2023,17250,CE,84.83,190672
19-09-2023,21-09-2023,17250,PE,194.05,434994
20-09-2023,21-09-2023,19500,CE,21.04,49900
20-09-2023,21-09-2023,19500,PE,115.69,200836
20-09-2023,21-09-2023,19550,CE,319.41,39162
20-09-2023,21-09-2023,19550,PE,146.99,283586
20-09-2023,21-09-2023,19600,CE,25.92,166949
20-09-2023,21-09-2023,19600,PE,138.57,66615
20-09-2023,21-09-2023,19650,CE,305.76,422835
20-09-2023,21-09-2023,19650,PE,254.84,316696
20-09-2023,21-09-2023,19700,CE,257.78,252580
20-09-2023,21-09-2023,19700,PE,280.66,200795
21-09-2023,21-09-2023,20300,CE,159.23,152497
21-09-2023,21-09-2023,20300,PE,32.93,427380
21-09-2023,21-09-2023,20350,CE,182.24,313611
21-09-2023,21-09-2023,20350,PE,236.78,363994
21-09-2023,21-09-2023,20400,CE,47.51,213491
21-09-2023,21-09-2023,20400,PE,208.72,27414
21-09-2023,21-09-2023,20450,CE,187.27,495100
21-09-2023,21-09-2023,20450,PE,325.78,332155
21-09-2023,21-09-2023,20500,CE,140.06,202042
21-09-2023,21-09-2023,20500,PE,131.55,245535
22-09-2023,28-09-2023,16800,CE,73.08,312451
22-09-2023,28-09-2023,16800,PE,388.78,417143
22-09-2023,28-09-2023,16850,CE,106.85,67537
22-09-2023,28-09-2023,16850,PE,155.35,24580
22-09-2023,28-09-2023,16900,CE,57.09,210762
22-09-2023,28-09-2023,16900,PE,18.44,448727
22-09-2023,28-09-2023,16950,CE,324.95,236481
22-09-2023,28-09-2023,16950,PE,125.93,466772
22-09-2023,28-09-2023,17000,CE,141.74,256785
22-09-2023,28-09-2023,17000,PE,121.81,23711
25-09-2023,28-09-2023,14900,CE,172.87,195672
25-09-2023,28-09-2023,14900,PE,85.84,340141
25-09-2023,28-09-2023,14950,CE,393.75,473709
25-09-2023,28-09-2023,14950,PE,373.12,46182
25-09-2023,28-09-2023,15000,CE,71.92,203686
25-09-2023,28-09-2023,15000,PE,280.92,374565
25-09-2023,28-09-2023,15050,CE,204.51,68317
25-09-2023,28-09-2023,15050,PE,80.8,290900
25-09-2023,28-09-2023,15100,CE,223.85,47360
25-09-2023,28-09-2023,15100,PE,97.22,147232
26-09-2023,28-09-2023,16550,CE,47.51,334439
26-09-2023,28-09-2023,16550,PE,231.14,255678
26-09-2023,28-09-2023,16600,CE,57.09,97446
26-09-2023,28-09-2023,16600,PE,229.08,212463
26-09-2023,28-09-2023,16650,CE,243.65,81276
26-09-2023,28-09-2023,16650,PE,55.83,98824
26-09-2023,28-09-2023,16700,CE,22.79,418357
26-09-2023,28-09-2023,16700,PE,35.13,121485
26-09-2023,28-09-2023,16750,CE,42.34,410562
26-09-2023,28-09-2023,16750,PE,126.5,255809
27-09-2023,28-09-2023,18650,CE,277.62,262260
27-09-2023,28-09-2023,18650,PE,194.46,74192
27-09-2023,28-09-2023,18700,CE,285.62,337196
27-09-2023,28-09-2023,18700,PE,286.14,329834
27-09-2023,28-09-2023,18750,CE,155.62,259019
27-09-2023,28-09-2023,18750,PE,68.82,336979
27-09-2023,28-09-2023,18800,CE,138.99,124631
27-09-2023,28-09-2023,18800,PE,132.11,312024
27-09-2023,28-09-2023,18850,CE,78.15,299171
27-09-2023,28-09-2023,18850,PE,265.46,14627
28-09-2023,28-09-2023,17950,CE,370.37,447880
28-09-2023,28-09-2023,17950,PE,176.81,472354
28-09-2023,28-09-2023,18000,CE,246.5,16329
28-09-2023,28-09-2023,18000,PE,166.78,95828
28-09-2023,28-09-2023,18050,CE,165.46,309209
28-09-2023,28-09-2023,18050,PE,296.29,454836
28-09-2023,28-09-2023,18100,CE,47.51,331224
28-09-2023,28-09-2023,18100,PE,70.11,318081
28-09-2023,28-09-2023,18150,CE,218.5,52923
28-09-2023,28-09-2023,18150,PE,298.25,83846
29-09-2023,05-10-2023,18200,CE,101.46,188057
29-09-2023,05-10-2023,18200,PE,298.53,113185
29-09-2023,05-10-2023,18250,CE,345.5,200786
29-09-2023,05-10-2023,18250,PE,255.99,218299
29-09-2023,05-10-2023,18300,CE,189.41,72500
29-09-2023,05-10-2023,18300,PE,150.36,116482
29-09-2023,05-10-2023,18350,CE,88.55,385152
29-09-2023,05-10-2023,18350,PE,176.3,382810
29-09-2023,05-10-2023,18400,CE,399,404095
29-09-2023,05-10-2023,18400,PE,254.18,327103
02-10-2023,05-10-2023,16900,CE,283.32,482484
02-10-2023,05-10-2023,16900,PE,272.36,243145
02-10-2023,05-10-2023,16950,CE,53.12,429255
02-10-2023,05-10-2023,16950,PE,131.33,280092
02-10-2023,05-10-2023,17000,CE,154.9,431259
02-10-2023,05-10-2023,17000,PE,314.36,425576
02-10-2023,05-10-2023,17050,CE,234.93,188552
02-10-2023,05-10-2023,17050,PE,24.96,261088
02-10-2023,05-10-2023,17100,CE,198.4,192383
02-10-2023,05-10-2023,17100,PE,179,341730
03-10-2023,05-10-2023,17250,CE,102.85,172517
03-10-2023,05-10-2023,17250,PE,86.71,173657
03-10-2023,05-10-2023,17300,CE,43.12,280106
03-10-2023,05-10-2023,17300,PE,156.24,17882
03-10-2023,05-10-2023,17350,CE,240.79,287300
03-10-2023,05-10-2023,17350,PE,68.02,382616
03-10-2023,05-10-2023,17400,CE,117.65,400285
03-10-2023,05-10-2023,17400,PE,333.82,64300
03-10-2023,05-10-2023,17450,CE,80.82,95163
03-10-2023,05-10-2023,17450,PE,118.71,149310
04-10-2023,05-10-2023,16900,CE,13.37,313143
04-10-2023,05-10-2023,16900,PE,280.26,357850
04-10-2023,05-10-2023,16950,CE,385.98,47608
04-10-2023,05-10-2023,16950,PE,68.28,29233
04-10-2023,05-10-2023,17000,CE,10.3,350493
04-10-2023,05-10-2023,17000,PE,60.35,298405
04-10-2023,05-10-2023,17050,CE,104.71,427545
04-10-2023,05-10-2023,17050,PE,288.8,300349
04-10-2023,05-10-2023,17100,CE,360.86,94207
04-10-2023,05-10-2023,17100,PE,394.48,196937
05-10-2023,05-10-2023,16950,CE,65.81,261593
05-10-2023,05-10-2023,16950,PE,277.01,277343
05-10-2023,05-10-2023,17000,CE,58.37,223948
05-10-2023,05-10-2023,17000,PE,127.34,26013
05-10-2023,05-10-2023,17050,CE,69.14,399093
05-10-2023,05-10-2023,17050,PE,376.09,26806
05-10-2023,05-10-2023,17100,CE,272.89,156251
05-10-2023,05-10-2023,17100,PE,166,112358
05-10-2023,05-10-2023,17150,CE,367.26,265623
05-10-2023,05-10-2023,17150,PE,251.23,36355
06-10-2023,12-10-2023,16950,CE,28.08,225258
06-10-2023,12-10-2023,16950,PE,18.83,352416
06-10-2023,12-10-2023,17000,CE,106.97,12916
06-10-2023,12-10-2023,17000,PE,308.7,267145
06-10-2023,12-10-2023,17050,CE,100.08,462244
06-10-2023,12-10-2023,17050,PE,284.75,341884
06-10-2023,12-10-2023,17100,CE,189.07,474621
06-10-2023,12-10-2023,17100,PE,268.92,155409
06-10-2023,12-10-2023,17150,CE,244.16,57252
06-10-2023,12-10-2023,17150,PE,345.18,101431
09-10-2023,12-10-2023,14950,CE,254.84,202661
09-10-2023,12-10-2023,14950,PE,27.9,105921
09-10-2023,12-10-2023,15000,CE,141.09,485890
09-10-2023,12-10-2023,15000,PE,366.9,414499
09-10-2023,12-10-2023,15050,CE,157.38,289702
09-10-2023,12-10-2023,15050,PE,278.16,261168
09-10-2023,12-10-2023,15100,CE,191.49,40340
09-10-2023,12-10-2023,15100,PE,391.07,245651
09-10-2023,12-10-2023,15150,CE,13,162652
09-10-2023,12-10-2023,15150,PE,293.41,20217
10-10-2023,12-10-2023,18750,CE,175.98,13320
10-10-2023,12-10-2023,18750,PE,56.46,205776
10-10-2023,12-10-2023,18800,CE,124.42,118739
10-10-2023,12-10-2023,18800,PE,205.26,419984
10-10-2023,12-10-2023,18850,CE,170.24,10324
10-10-2023,12-10-2023,18850,PE,307.39,427973
10-10-2023,12-10-2023,18900,CE,391.5,41807
10-10-2023,12-10-2023,18900,PE,39.41,138589
10-10-2023,12-10-2023,18950,CE,177.89,168386
10-10-2023,12-10-2023,18950,PE,280.37,409934
11-10-2023,12-10-2023,19300,CE,32.28,276740
11-10-2023,12-10-2023,19300,PE,391.47,421322
11-10-2023,12-10-2023,19350,CE,236.15,304602
11-10-2023,12-10-2023,19350,PE,206.82,260478
11-10-2023,12-10-2023,19400,CE,77.28,81166
11-10-2023,12-10-2023,19400,PE,192.01,440013
11-10-2023,12-10-2023,19450,CE,105.19,99148
11-10-2023,12-10-2023,19450,PE,261.28,21625
11-10-2023,12-10-2023,19500,CE,260.35,287491
11-10-2023,12-10-2023,19500,PE,107.68,60676
12-10-2023,12-10-2023,18150,CE,238.35,87861
12-10-2023,12-10-2023,18150,PE,343.87,430961
12-10-2023,12-10-2023,18200,CE,217.27,59337
12-10-2023,12-10-2023,18200,PE,59.62,165200
12-10-2023,12-10-2023,18250,CE,57.03,167533
12-10-2023,12-10-2023,18250,PE,194.92,492897
12-10-2023,12-10-2023,18300,CE,18.98,50084
12-10-2023,12-10-2023,18300,PE,14.11,434610
12-10-2023,12-10-2023,18350,CE,399.24,127366
12-10-2023,12-10-2023,18350,PE,283.43,166315
13-10-2023,19-10-2023,17050,CE,173.62,157060
13-10-2023,19-10-2023,17050,PE,14.15,177992
13-10-2023,19-10-2023,17100,CE,382.88,354059
13-10-2023,19-10-2023,17100,PE,282.26,482506
13-10-2023,19-10-2023,17150,CE,172.32,172131
13-10-2023,19-10-2023,17150,PE,162.89,91594
13-10-2023,19-10-2023,17200,CE,369.98,445672
13-10-2023,19-10-2023,17200,PE,229.16,488869
13-10-2023,19-10-2023,17250,CE,383.67,438947
13-10-2023,19-10-2023,17250,PE,64.84,274854
16-10-2023,19-10-2023,19250,CE,61.98,243492
16-10-2023,19-10-2023,19250,PE,257.76,385423
16-10-2023,19-10-2023,19300,CE,271.41,64035
16-10-2023,19-10-2023,19300,PE,14.71,421882
16-10-2023,19-10-2023,19350,CE,331.72,463186
16-10-2023,19-10-2023,19350,PE,95.66,108825
16-10-2023,19-10-2023,19400,CE,179.97,352787
16-10-2023,19-10-2023,19400,PE,155.2,418798
16-10-2023,19-10-2023,19450,CE,334.18,272006
16-10-2023,19-10-2023,19450,PE,333.78,456719
17-10-2023,19-10-2023,15850,CE,282.38,177257
17-10-2023,19-10-2023,15850,PE,190.34,22372
17-10-2023,19-10-2023,15900,CE,112.14,127185
17-10-2023,19-10-2023,15900,PE,346.75,241329
17-10-2023,19-10-2023,15950,CE,316.56,89396
17-10-2023,19-10-2023,15950,PE,385.89,211707
17-10-2023,19-10-2023,16000,CE,202.65,380669
17-10-2023,19-10-2023,16000,PE,143.3,196469
17-10-2023,19-10-2023,16050,CE,136.25,248912
17-10-2023,19-10-2023,16050,PE,197.67,218188
18-10-2023,19-10-2023,19500,CE,59,65513
18-10-2023,19-10-2023,19500,PE,177.11,19404
18-10-2023,19-10-2023,19550,CE,218.95,256982
18-10-2023,19-10-2023,19550,PE,307.34,42213
18-10-2023,19-10-2023,19600,CE,148.79,120211
18-10-2023,19-10-2023,19600,PE,99.68,361383
18-10-2023,19-10-2023,19650,CE,393.7,311304
18-10-2023,19-10-2023,19650,PE,17.87,243157
18-10-2023,19-10-2023,19700,CE,189.94,167314
18-10-2023,19-10-2023,19700,PE,106.57,240423
19-10-2023,19-10-2023,17800,CE,117.02,120802
19-10-2023,19-10-2023,17800,PE,392.46,410505
19-10-2023,19-10-2023,17850,CE,175.03,401896
19-10-2023,19-10-2023,17850,PE,31.5,440498
19-10-2023,19-10-2023,17900,CE,209.86,65061
19-10-2023,19-10-2023,17900,PE,123.46,356894
19-10-2023,19-10-2023,17950,CE,100.24,493917
19-10-2023,19-10-2023,17950,PE,221.29,86066
19-10-2023,19-10-2023,18000,CE,173.15,372596
19-10-2023,19-10-2023,18000,PE,154.4,84195
20-10-2023,26-10-2023,15950,CE,245.17,160508
20-10-2023,26-10-2023,15950,PE,87.55,302046
20-10-2023,26-10-2023,16000,CE,50.48,251348
20-10-2023,26-10-2023,16000,PE,289.59,254979
20-10-2023,26-10-2023,16050,CE,40.36,198122
20-10-2023,26-10-2023,16050,PE,65.21,164168
20-10-2023,26-10-2023,16100,CE,292.92,110851
20-10-2023,26-10-2023,16100,PE,96.46,451409
20-10-2023,26-10-2023,16150,CE,154.7,120580
20-10-2023,26-10-2023,16150,PE,273.26,203748
23-10-2023,26-10-2023,18150,CE,271.08,252420
23-10-2023,26-10-2023,18150,PE,234.4,414633
23-10-2023,26-10-2023,18200,CE,274.54,483352
23-10-2023,26-10-2023,18200,PE,374.42,95231
23-10-2023,26-10-2023,18250,CE,245.49,307240
23-10-2023,26-10-2023,18250,PE,112.35,320389
23-10-2023,26-10-2023,18300,CE,369.06,416907
23-10-2023,26-10-2023,18300,PE,99.22,336200
23-10-2023,26-10-2023,18350,CE,395.61,367833
23-10-2023,26-10-2023,18350,PE,95.03,349095
24-10-2023,26-10-2023,18550,CE,224.25,417894
24-10-2023,26-10-2023,18550,PE,141.98,96675
24-10-2023,26-10-2023,18600,CE,102.17,294680
24-10-2023,26-10-2023,18600,PE,163.3,444257
24-10-2023,26-10-2023,18650,CE,182.56,183193
24-10-2023,26-10-2023,18650,PE,362.09,216361
24-10-2023,26-10-2023,18700,CE,284.48,460439
24-10-2023,26-10-2023,18700,PE,301.62,141803
24-10-2023,26-10-2023,18750,CE,345.53,298793
24-10-2023,26-10-2023,18750,PE,192.49,160081
25-10-2023,26-10-2023,17150,CE,156.68,181621
25-10-2023,26-10-2023,17150,PE,73.01,33706
25-10-2023,26-10-2023,17200,CE,191.96,187402
25-10-2023,26-10-2023,17200,PE,296.18,130519
25-10-2023,26-10-2023,17250,CE,232.64,359423
25-10-2023,26-10-2023,17250,PE,100.9,15907
25-10-2023,26-10-2023,17300,CE,165.27,313502
25-10-2023,26-10-2023,17300,PE,347.18,79210
25-10-2023,26-10-2023,17350,CE,15.81,292502
25-10-2023,26-10-2023,17350,PE,294,429482
26-10-2023,26-10-2023,17550,CE,96.03,243985
26-10-2023,26-10-2023,17550,PE,245.15,417287
26-10-2023,26-10-2023,17600,CE,396.53,43465
26-10-2023,26-10-2023,17600,PE,48.04,197681
26-10-2023,26-10-2023,17650,CE,122.63,236258
26-10-2023,26-10-2023,17650,PE,168.08,281718
26-10-2023,26-10-2023,17700,CE,99.65,459197
26-10-2023,26-10-2023,17700,PE,321.74,380888
26-10-2023,26-10-2023,17750,CE,159.06,457201
26-10-2023,26-10-2023,17750,PE,140.4,92601
27-10-2023,02-11-2023,17650,CE,381.24,96955
27-10-2023,02-11-2023,17650,PE,106.57,41954
27-10-2023,02-11-2023,17700,CE,342.32,182070
27-10-2023,02-11-2023,17700,PE,345.72,413973
27-10-2023,02-11-2023,17750,CE,277.75,171735
27-10-2023,02-11-2023,17750,PE,345.67,454931
27-10-2023,02-11-2023,17800,CE,209.83,37292
27-10-2023,02-11-2023,17800,PE,129.41,309740
27-10-2023,02-11-2023,17850,CE,174.09,407612
27-10-2023,02-11-2023,17850,PE,230.12,90347
30-10-2023,02-11-2023,18250,CE,286.67,92311
30-10-2023,02-11-2023,18250,PE,22.07,244368
30-10-2023,02-11-2023,18300,CE,294.83,293207
30-10-2023,02-11-2023,18300,PE,65.15,383689
30-10-2023,02-11-2023,18350,CE,107.07,13371
30-10-2023,02-11-2023,18350,PE,84.55,287026
30-10-2023,02-11-2023,18400,CE,49.61,359488
30-10-2023,02-11-2023,18400,PE,180.33,494429
30-10-2023,02-11-2023,18450,CE,343.37,118841
30-10-2023,02-11-2023,18450,PE,234.58,51167
31-10-2023,02-11-2023,15850,CE,350.63,252677
31-10-2023,02-11-2023,15850,PE,34.24,347582
31-10-2023,02-11-2023,15900,CE,275.1,360920
31-10-2023,02-11-2023,15900,PE,366.43,32702
31-10-2023,02-11-2023,15950,CE,314.05,287197
31-10-2023,02-11-2023,15950,PE,129.87,452740
31-10-2023,02-11-2023,16000,CE,390.92,71344
31-10-2023,02-11-2023,16000,PE,142.84,92724
31-10-2023,02-11-2023,16050,CE,363.58,398058
31-10-2023,02-11-2023,16050,PE,167.49,301202
01-11-2023,02-11-2023,17900,CE,205.12,188424
01-11-2023,02-11-2023,17900,PE,170.96,138210
01-11-2023,02-11-2023,17950,CE,306.87,360732
01-11-2023,02-11-2023,17950,PE,114.12,175206
01-11-2023,02-11-2023,18000,CE,144.01,151166
01-11-2023,02-11-2023,18000,PE,146.29,363457
01-11-2023,02-11-2023,18050,CE,310.74,240112
01-11-2023,02-11-2023,18050,PE,294.9,213690
01-11-2023,02-11-2023,18100,CE,266.44,371173
01-11-2023,02-11-2023,18100,PE,375.55,237495
02-11-2023,02-11-2023,17300,CE,225.47,235757
02-11-2023,02-11-2023,17300,PE,242.66,487429
02-11-2023,02-11-2023,17350,CE,57.24,298185
02-11-2023,02-11-2023,17350,PE,350.22,425451
02-11-2023,02-11-2023,17400,CE,82.88,403080
02-11-2023,02-11-2023,17400,PE,256.92,149579
02-11-2023,02-11-2023,17450,CE,290.92,119235
02-11-2023,02-11-2023,17450,PE,366.01,403050
02-11-2023,02-11-2023,17500,CE,205.55,43690
02-11-2023,02-11-2023,17500,PE,213.18,225114
03-11-2023,09-11-2023,19550,CE,85.06,313872
03-11-2023,09-11-2023,19550,PE,289.02,288410
03-11-2023,09-11-2023,19600,CE,196.1,309633
03-11-2023,09-11-2023,19600,PE,43.86,156764
03-11-2023,09-11-2023,19650,CE,339.1,245187
03-11-2023,09-11-2023,19650,PE,163.28,147640
03-11-2023,09-11-2023,19700,CE,70.37,314724
03-11-2023,09-11-2023,19700,PE,136.96,286018
03-11-2023,09-11-2023,19750,CE,295.66,412343
03-11-2023,09-11-2023,19750,PE,290.16,299652
06-11-2023,09-11-2023,16350,CE,169.34,27277
06-11-2023,09-11-2023,16350,PE,132.63,265281
06-11-2023,09-11-2023,16400,CE,378.84,231984
06-11-2023,09-11-2023,16400,PE,374.77,460745
06-11-2023,09-11-2023,16450,CE,191.15,133525
06-11-2023,09-11-2023,16450,PE,267.7,268580
06-11-2023,09-11-2023,16500,CE,325.97,455042
06-11-2023,09-11-2023,16500,PE,185.71,345465
06-11-2023,09-11-2023,16550,CE,238.75,419895
06-11-2023,09-11-2023,16550,PE,155.99,296867
07-11-2023,09-11-2023,19650,CE,349.32,412569
07-11-2023,09-11-2023,19650,PE,339.91,205879
07-11-2023,09-11-2023,19700,CE,357.89,103973
07-11-2023,09-11-2023,19700,PE,356.85,302708
07-11-2023,09-11-2023,19750,CE,322.5,206545
07-11-2023,09-11-2023,19750,PE,267.83,212571
07-11-2023,09-11-2023,19800,CE,128.42,474201
07-11-2023,09-11-2023,19800,PE,267.17,314971
07-11-2023,09-11-2023,19850,CE,151.93,269375
07-11-2023,09-11-2023,19850,PE,35.9,403910
08-11-2023,09-11-2023,16500,CE,290.27,257800
08-11-2023,09-11-2023,16500,PE,290.57,246327
08-11-2023,09-11-2023,16550,CE,325.86,305025
08-11-2023,09-11-2023,16550,PE,33.94,16027
08-11-2023,09-11-2023,16600,CE,321.17,344227
08-11-2023,09-11-2023,16600,PE,379.15,309931
08-11-2023,09-11-2023,16650,CE,393.42,427593
08-11-2023,09-11-2023,16650,PE,106.18,399974
08-11-2023,09-11-2023,16700,CE,341.17,154195
